ID_ANO,FECHA_ DE_ LA_ DENUNCIA,EDAD_ DE_ LA_ VICTIMA,UNIDAD_DE_MEDIDA_DE_LA_EDAD_DE_LA_VICTIMA,SEXO_ DE_ LA_ VICTIMA,AREA_ DE_ RESIDENCIA_ DE_ LA_ VICTIMA,BARRIO_ DE_ LA_ VICTIMA,SEGURIDAD_ SOCIAL_ DE_ LA_ VICTIMA,ESTRATO_SOCIECONOMICO_ DE_ LA_ VICTIMA,ORIENTACION_ SEXUAL_ DE _LA_ VICTIMA,IDENTIDAD_ DE_ GENERO_ DE_ LA_ VICTIMA,CONSUMO_ DE_ SPA_ DE_ LA_ VICTIMA,VICTIMA_ CON_ JEFATURA_ DE_ HOGAR,ANTECEDENTES_ DE_ VIOLENCIA,PRESENCIA _DE_ ALCOHOL_ U_ OTRAS_ SUSTANCIAS,SEXO_ DEL_ AGRESOR,RELACION_ CON_ LA_ VICTIMA,CONVIVE_ CON_ EL_ AGRESOR,RELACION_ NO_ FAMILIAR,MECANISMO_ UTILIZADO_ PARA_ LA_ AGRESION,FECHA_ DEL_ HECHO,ESCENARIO,AMBITO_ O_ LUGAR
2021,10/04/2021 12:00:00 AM,31,AÑOS,FEMENINO,CABECERA MUNICIPAL,MONSEÑOR BARACALDO,CONTRIBUTIVO,3,HETEROSEXUAL,FEMENINO,NO,SI,SI,NO,MASCULINO,EX PAREJA,NO,NO APLICA,CONTUNDENTE,10/03/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/09/2021 12:00:00 AM,36,AÑOS,FEMENINO,CABECERA MUNICIPAL,ESTANCIA EL ROBLE,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,SI,SI,SI,MASCULINO,EX PAREJA,NO,NO APLICA,CORTANTE,10/09/2021 12:00:00 AM,LUGAR DE TRABAJO,LABORAL
2021,10/06/2021 12:00:00 AM,35,AÑOS,FEMENINO,CABECERA MUNICIPAL,TRIUNFO,SUBSIDIADO,1,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,NO,NO APLICA,CONTUNDENTE,04/15/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/07/2021 12:00:00 AM,35,AÑOS,FEMENINO,CABECERA MUNICIPAL,SANTIAGO DE TUNJA,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,FEMENINO,EX PAREJA,NO,NO APLICA,CONTUNDENTE,10/05/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/05/2021 12:00:00 AM,25,AÑOS,FEMENINO,CABECERA MUNICIPAL,COEDUCADORES,CONTRIBUTIVO,3,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,NINGUNO,NO,COMPAÑERO(A) DE ESTUDIO,OTROS MECANISMOS,10/05/2021 12:00:00 AM,AREAS DEPORTIVAS,COMUNITARIO
2021,10/09/2021 12:00:00 AM,24,AÑOS,FEMENINO,CABECERA MUNICIPAL,ANTONIA SANTOS,CONTRIBUTIVO,1,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,SI,NO APLICA,CONTUNDENTE,10/09/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/05/2021 12:00:00 AM,35,AÑOS,FEMENINO,CABECERA MUNICIPAL,VILLA CRISTAL,CONTRIBUTIVO,3,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,NO,NO APLICA,AHORCAMIENTO,10/05/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,11/19/2021 12:00:00 AM,76,AÑOS,FEMENINO,CABECERA MUNICIPAL,BOLIVAR,SUBSIDIADO,3,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,FAMILIAR,NO,NO APLICA,CONTUNDENTE,11/19/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/09/2021 12:00:00 AM,70,AÑOS,FEMENINO,CABECERA MUNICIPAL,LIBERTADOR,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,NO,NO APLICA,CONTUNDENTE,10/01/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,11/09/2021 12:00:00 AM,48,AÑOS,FEMENINO,CABECERA MUNICIPAL,NIEVES,SUBSIDIADO,3,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,FEMENINO,FAMILIAR,SI,NO APLICA,CONTUNDENTE,11/07/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/16/2021 12:00:00 AM,54,AÑOS,FEMENINO,CABECERA MUNICIPAL,LIBERTADOR,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,EX PAREJA,NO,NO APLICA,CONTUNDENTE,10/14/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/09/2021 12:00:00 AM,46,AÑOS,FEMENINO,CABECERA MUNICIPAL,ANTONIA SANTOS,SUBSIDIADO,1,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,NINGUNO,NO,CONOCIDO(A) SIN NINGUN TRATO,OTROS MECANISMOS,10/09/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/05/2021 12:00:00 AM,41,AÑOS,FEMENINO,CABECERA MUNICIPAL,ANTONIA SANTOS,SUBSIDIADO,1,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,FAMILIAR,NO,NO APLICA,CONTUNDENTE,10/05/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/07/2021 12:00:00 AM,8,AÑOS,MASCULINO,CABECERA MUNICIPAL,RICAURTE,NO ASEGURADO,2,HETEROSEXUAL,MASCULINO,NO,NO,SI,NO,MASCULINO,PADRE,SI,NO APLICA,CONTUNDENTE,10/06/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/05/2021 12:00:00 AM,11,AÑOS,MASCULINO,CABECERA MUNICIPAL,ANTONIA SANTOS,SUBSIDIADO,1,HETEROSEXUAL,MASCULINO,NO,NO,NO,NO,MASCULINO,NINGUNO,SI,CONOCIDO(A) SIN NINGUN TRATO,CONTUNDENTE,09/21/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/03/2021 12:00:00 AM,14,AÑOS,MASCULINO,CABECERA MUNICIPAL,FUENTE HIGUERAS,CONTRIBUTIVO,4,HETEROSEXUAL,MASCULINO,NO,NO,NO,NO,MASCULINO,NINGUNO,NO,OTRO,OTROS MECANISMOS,10/03/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/14/2021 12:00:00 AM,18,AÑOS,FEMENINO,CABECERA MUNICIPAL,LA GRANJA,CONTRIBUTIVO,3,HOMOSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,NINGUNO,NO,OTRO,OTROS MECANISMOS,08/01/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/16/2021 12:00:00 AM,30,AÑOS,FEMENINO,CABECERA MUNICIPAL,PORTAL CANAPRO,CONTRIBUTIVO,3,HETEROSEXUAL,FEMENINO,NO,NO,SI,NO,MASCULINO,PAREJA,SI,NO APLICA,CONTUNDENTE,10/15/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/12/2021 12:00:00 AM,30,AÑOS,FEMENINO,CABECERA MUNICIPAL,DOÑA EVA,CONTRIBUTIVO,2,HETEROSEXUAL,FEMENINO,NO,NO,SI,NO,MASCULINO,PAREJA,NO,NO APLICA,CAIDAS,10/10/2021 12:00:00 AM,VIA PULBICA,OTROS AMBITOS
2021,10/13/2021 12:00:00 AM,26,AÑOS,FEMENINO,CABECERA MUNICIPAL,SAN FRANCISCO,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,NO,NO APLICA,CONTUNDENTE,10/13/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/11/2021 12:00:00 AM,23,AÑOS,FEMENINO,CABECERA MUNICIPAL,BELLO HORIZONTE,CONTRIBUTIVO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,SI,MASCULINO,PAREJA,SI,NO APLICA,CONTUNDENTE,10/12/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/16/2021 12:00:00 AM,23,AÑOS,FEMENINO,CABECERA MUNICIPAL,BOLIVAR,CONTRIBUTIVO,3,HETEROSEXUAL,FEMENINO,NO,NO,NO,SI,MASCULINO,PAREJA,NO,NO APLICA,CONTUNDENTE,10/16/2021 12:00:00 AM,COMERCIO,COMUNITARIO
2021,10/12/2021 12:00:00 AM,22,AÑOS,FEMENINO,CABECERA MUNICIPAL,RICAURTE,SUBSIDIADO,3,HETEROSEXUAL,FEMENINO,NO,NO,SI,NO,MASCULINO,FAMILIAR,SI,NO APLICA,CONTUNDENTE,10/12/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/12/2021 12:00:00 AM,31,AÑOS,FEMENINO,CABECERA MUNICIPAL,SUAMOX,PARTICULAR,3,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,SI,NO APLICA,OTROS MECANISMOS,10/11/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/13/2021 12:00:00 AM,58,AÑOS,FEMENINO,CABECERA MUNICIPAL,JORDAN,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,SI,NO APLICA,CONTUNDENTE,10/13/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/11/2021 12:00:00 AM,51,AÑOS,FEMENINO,CABECERA MUNICIPAL,FUENTE HIGUERAS,PARTICULAR,4,HETEROSEXUAL,FEMENINO,NO,NO,SI,NO,FEMENINO,FAMILIAR,SI,NO APLICA,CONTUNDENTE,10/11/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/14/2021 12:00:00 AM,58,AÑOS,FEMENINO,CABECERA MUNICIPAL,ANTONIA SANTOS,CONTRIBUTIVO,1,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,SI,NO APLICA,CONTUNDENTE,05/01/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/13/2021 12:00:00 AM,69,AÑOS,FEMENINO,CABECERA MUNICIPAL,LIBERTADOR,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,EX PAREJA,NO,NO APLICA,CONTUNDENTE,10/13/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/13/2021 12:00:00 AM,49,AÑOS,FEMENINO,CABECERA MUNICIPAL,ESMERALDA,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,SI,NO APLICA,CONTUNDENTE,09/10/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/15/2021 12:00:00 AM,63,AÑOS,FEMENINO,CABECERA MUNICIPAL,PINOS DE ORIENTE,SUBSIDIADO,1,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,SI,NO APLICA,CONTUNDENTE,10/15/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/22/2021 12:00:00 AM,73,AÑOS,MASCULINO,CABECERA MUNICIPAL,LOS TRIGALES,CONTRIBUTIVO,3,HOMOSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,FAMILIAR,SI,NO APLICA,CONTUNDENTE,10/14/2021 12:00:00 AM,OTRO,COMUNITARIO
2021,10/12/2021 12:00:00 AM,16,AÑOS,FEMENINO,CABECERA MUNICIPAL,JOSE ANTONIA GALAN,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,SI,NO APLICA,CONTUNDENTE,10/11/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/13/2021 12:00:00 AM,17,AÑOS,FEMENINO,CABECERA MUNICIPAL,ESTANCIA EL ROBLE,CONTRIBUTIVO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,NINGUNO,NO,VECINO(A),OTROS MECANISMOS,10/13/2021 12:00:00 AM,OTRO,COMUNITARIO
2021,10/15/2021 12:00:00 AM,16,AÑOS,MASCULINO,CABECERA MUNICIPAL,LIBERTADAD,SUBSIDIADO,2,HETEROSEXUAL,MASCULINO,NO,NO,NO,SI,MASCULINO,FAMILIAR,SI,NO APLICA,CORTANTE,10/15/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/23/2021 12:00:00 AM,18,AÑOS,FEMENINO,CABECERA MUNICIPAL,CONCEPCION,CONTRIBUTIVO,1,BISEXUAL,FEMENINO,NO,NO,NO,NO,FEMENINO,PAREJA,SI,NO APLICA,CONTUNDENTE,10/21/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/23/2021 12:00:00 AM,29,AÑOS,FEMENINO,RURAL DISPERSO,RUNTA,SUBSIDIADO,0,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,NINGUNO,SI,OTRO,OTROS MECANISMOS,10/21/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/22/2021 12:00:00 AM,18,AÑOS,FEMENINO,CABECERA MUNICIPAL,COJINES,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,FEMENINO,NINGUNO,NO,DESCONOCIDO(A),OTROS MECANISMOS,10/21/2021 12:00:00 AM,VIA PULBICA,COMUNITARIO
2021,10/22/2021 12:00:00 AM,20,AÑOS,FEMENINO,CABECERA MUNICIPAL,CONCEPCION,SUBSIDIADO,1,BISEXUAL,FEMENINO,NO,NO,NO,NO,FEMENINO,PAREJA,SI,NO APLICA,CONTUNDENTE,10/21/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/18/2021 12:00:00 AM,23,AÑOS,FEMENINO,CABECERA MUNICIPAL,MANZANARES,CONTRIBUTIVO,3,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,SI,NO APLICA,CONTUNDENTE,10/18/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/23/2021 12:00:00 AM,30,AÑOS,FEMENINO,CABECERA MUNICIPAL,LIBERTADOR,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,EX PAREJA,SI,NO APLICA,CONTUNDENTE,10/23/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/21/2021 12:00:00 AM,45,AÑOS,MASCULINO,CABECERA MUNICIPAL,SANTIAGO DE TUNJA,PARTICULAR,2,HOMOSEXUAL,MASCULINO,NO,SI,NO,NO,MASCULINO,EX PAREJA,SI,NO APLICA,CONTUNDENTE,10/21/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/23/2021 12:00:00 AM,48,AÑOS,FEMENINO,CABECERA MUNICIPAL,ANTONIA SANTOS,SUBSIDIADO,1,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,EX PAREJA,NO,NO APLICA,CONTUNDENTE,10/23/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/21/2021 12:00:00 AM,79,AÑOS,FEMENINO,CABECERA MUNICIPAL,SAN FRANCISCO,SUBSIDIADO,1,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,EX PAREJA,NO,NO APLICA,CONTUNDENTE,09/05/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/20/2021 12:00:00 AM,36,AÑOS,FEMENINO,CABECERA MUNICIPAL,LA FLORIDA,CONTRIBUTIVO,3,HETEROSEXUAL,FEMENINO,SI,NO,NO,NO,MASCULINO,FAMILIAR,SI,NO APLICA,CONTUNDENTE,10/17/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/20/2021 12:00:00 AM,52,AÑOS,FEMENINO,CABECERA MUNICIPAL,LIBERTADOR,SUBSIDIADO,3,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,SI,NO APLICA,CONTUNDENTE,10/18/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/18/2021 12:00:00 AM,51,AÑOS,FEMENINO,CABECERA MUNICIPAL,LA CALLEJA,CONTRIBUTIVO,3,HETEROSEXUAL,FEMENINO,NO,NO,SI,SI,MASCULINO,PAREJA,SI,NO APLICA,OTROS MECANISMOS,10/17/2021 12:00:00 AM,VIA PULBICA,COMUNITARIO
2021,10/21/2021 12:00:00 AM,50,AÑOS,FEMENINO,CABECERA MUNICIPAL,SAGRADO CORAZON,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,EX PAREJA,SI,NO APLICA,CONTUNDENTE,09/05/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/25/2021 12:00:00 AM,44,AÑOS,FEMENINO,CABECERA MUNICIPAL,LIBERTADOR,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,FEMENINO,PAREJA,SI,NO APLICA,CONTUNDENTE,10/22/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/25/2021 12:00:00 AM,87,AÑOS,FEMENINO,CABECERA MUNICIPAL,LIBERTADOR,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,FEMENINO,FAMILIAR,NO,NO APLICA,CONTUNDENTE,10/21/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/23/2021 12:00:00 AM,87,AÑOS,MASCULINO,CABECERA MUNICIPAL,LIBERTADOR,SUBSIDIADO,2,HETEROSEXUAL,MASCULINO,NO,NO,NO,NO,MASCULINO,FAMILIAR,NO,NO APLICA,CONTUNDENTE,10/23/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/23/2021 12:00:00 AM,16,AÑOS,FEMENINO,RURAL DISPERSO,RUNTA,NO ASEGURADO,0,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,FEMENINO,FAMILIAR,SI,NO APLICA,CONTUNDENTE,10/18/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/23/2021 12:00:00 AM,5,AÑOS,MASCULINO,CABECERA MUNICIPAL,SANTA INES,CONTRIBUTIVO,4,HETEROSEXUAL,MASCULINO,NO,NO,NO,NO,MASCULINO,FAMILIAR,SI,NO APLICA,CONTUNDENTE,10/22/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/21/2021 12:00:00 AM,14,AÑOS,MASCULINO,CABECERA MUNICIPAL,MILAGRO,SUBSIDIADO,1,HETEROSEXUAL,MASCULINO,NO,NO,NO,NO,MASCULINO,PADRE,SI,NO APLICA,CONTUNDENTE,10/20/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/22/2021 12:00:00 AM,14,AÑOS,FEMENINO,CABECERA MUNICIPAL,PARAISO ALTO,SUBSIDIADO,2,BISEXUAL,FEMENINO,NO,NO,SI,NO,MASCULINO,NINGUNO,SI,OTRO,OTROS MECANISMOS,10/18/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/23/2021 12:00:00 AM,14,AÑOS,FEMENINO,CABECERA MUNICIPAL,SANTA RTA,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,FEMENINO,NINGUNO,NO,COMPAÑERO(A) DE ESTUDIO,CONTUNDENTE,10/21/2021 12:00:00 AM,OTROS ESPACIOS ABIERTOS,COMUNITARIO
2021,10/22/2021 12:00:00 AM,11,AÑOS,FEMENINO,CABECERA MUNICIPAL,LOS MUISCAS,CONTRIBUTIVO,3,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,FAMILIAR,NO,NO APLICA,CONTUNDENTE,10/22/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/22/2021 12:00:00 AM,11,AÑOS,MASCULINO,CABECERA MUNICIPAL,SANTA INES,PARTICULAR,4,HETEROSEXUAL,MASCULINO,NO,NO,SI,NO,MASCULINO,FAMILIAR,SI,NO APLICA,CONTUNDENTE,10/22/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,11/04/2021 12:00:00 AM,19,AÑOS,FEMENINO,CABECERA MUNICIPAL,COLINAS DE SAN FERNANDO,CONTRIBUTIVO,3,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,NINGUNO,NO,OTRO,OTROS MECANISMOS,10/27/2021 12:00:00 AM,OTRO,COMUNITARIO
2021,10/28/2021 12:00:00 AM,32,AÑOS,FEMENINO,CABECERA MUNICIPAL,LOS CRISTALES,CONTRIBUTIVO,3,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,SI,NO APLICA,CORTANTE,10/26/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/27/2021 12:00:00 AM,30,AÑOS,FEMENINO,CABECERA MUNICIPAL,LOS PATRIOTAS,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,SI,NO APLICA,CONTUNDENTE,10/26/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/29/2021 12:00:00 AM,28,AÑOS,FEMENINO,CABECERA MUNICIPAL,BELLO HORIZONTE,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,NO,NO APLICA,CONTUNDENTE,10/29/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/29/2021 12:00:00 AM,69,AÑOS,FEMENINO,RURAL DISPERSO,RUNTA,SUBSIDIADO,0,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,SI,NO APLICA,CONTUNDENTE,10/05/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/27/2021 12:00:00 AM,37,AÑOS,FEMENINO,CABECERA MUNICIPAL,JORDAN,CONTRIBUTIVO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,EX PAREJA,NO,NO APLICA,CONTUNDENTE,10/26/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/26/2021 12:00:00 AM,63,AÑOS,FEMENINO,CABECERA MUNICIPAL,EL LIBERTADOR,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,FAMILIAR,SI,NO APLICA,CONTUNDENTE,10/26/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/24/2021 12:00:00 AM,47,AÑOS,FEMENINO,CABECERA MUNICIPAL,EL CARMEN,CONTRIBUTIVO,2,HETEROSEXUAL,FEMENINO,NO,SI,NO,NO,MASCULINO,FAMILIAR,NO,NO APLICA,OTROS MECANISMOS,10/24/2021 12:00:00 AM,VIA PULBICA,COMUNITARIO
2021,10/25/2021 12:00:00 AM,54,AÑOS,FEMENINO,CABECERA MUNICIPAL,LIBERTADOR,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,SI,NO APLICA,CONTUNDENTE,10/25/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,11/12/2021 12:00:00 AM,14,AÑOS,FEMENINO,CABECERA MUNICIPAL,20 JULIO,SUBSIDIADO,3,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,FAMILIAR,NO,NO APLICA,CONTUNDENTE,09/29/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/27/2021 12:00:00 AM,13,AÑOS,FEMENINO,CABECERA MUNICIPAL,EL LIBERTADOR,CONTRIBUTIVO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,NO,NO APLICA,CONTUNDENTE,10/26/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/25/2021 12:00:00 AM,16,AÑOS,FEMENINO,CABECERA MUNICIPAL,ESTANCIA EL ROBLE,CONTRIBUTIVO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,FAMILIAR,NO,NO APLICA,CONTUNDENTE,10/25/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,11/01/2021 12:00:00 AM,20,AÑOS,FEMENINO,CABECERA MUNICIPAL,CAPITOLIO,SUBSIDIADO,3,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,SI,NO APLICA,CONTUNDENTE,11/01/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,11/01/2021 12:00:00 AM,39,AÑOS,MASCULINO,CABECERA MUNICIPAL,MIRADOR ESCANDINAVO,SUBSIDIADO,2,HETEROSEXUAL,MASCULINO,NO,NO,NO,NO,FEMENINO,PAREJA,SI,NO APLICA,CONTUNDENTE,11/01/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,10/31/2021 12:00:00 AM,33,AÑOS,FEMENINO,CABECERA MUNICIPAL,EL DORADO,SUBSIDIADO,1,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,EX PAREJA,NO,NO APLICA,CONTUNDENTE,10/31/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,11/05/2021 12:00:00 AM,34,AÑOS,FEMENINO,CABECERA MUNICIPAL,JOSE JOAQUIN CAMACHO,CONTRIBUTIVO,3,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PAREJA,SI,NO APLICA,AHORCAMIENTO,11/04/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,11/16/2021 12:00:00 AM,91,AÑOS,MASCULINO,CABECERA MUNICIPAL,SUAMOX,CONTRIBUTIVO,3,HETEROSEXUAL,MASCULINO,NO,NO,NO,NO,FEMENINO,FAMILIAR,NO,NO APLICA,CONTUNDENTE,11/06/2021 12:00:00 AM,OTRO,COMUNITARIO
2021,11/05/2021 12:00:00 AM,48,AÑOS,FEMENINO,CABECERA MUNICIPAL,JORDAN,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,FEMENINO,FAMILIAR,NO,NO APLICA,CONTUNDENTE,08/25/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,11/04/2021 12:00:00 AM,50,AÑOS,FEMENINO,CABECERA MUNICIPAL,LIBERTADOR,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,FAMILIAR,NO,NO APLICA,CONTUNDENTE,10/31/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,11/06/2021 12:00:00 AM,65,AÑOS,FEMENINO,CABECERA MUNICIPAL,OBRERO,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,FAMILIAR,NO,NO APLICA,CONTUNDENTE,11/02/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,11/04/2021 12:00:00 AM,61,AÑOS,MASCULINO,CABECERA MUNICIPAL,LA FLORIDA,PARTICULAR,3,HETEROSEXUAL,MASCULINO,NO,SI,SI,NO,MASCULINO,FAMILIAR,NO,NO APLICA,CONTUNDENTE,11/04/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,11/02/2021 12:00:00 AM,7,AÑOS,FEMENINO,CABECERA MUNICIPAL,ALTAMIRA,SUBSIDIADO,1,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,FEMENINO,MADRE,NO,NO APLICA,CONTUNDENTE,11/02/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,12/02/2021 12:00:00 AM,3,AÑOS,FEMENINO,CABECERA MUNICIPAL,LIBERTADOR,CONTRIBUTIVO,3,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PADRE,SI,NO APLICA,CONTUNDENTE,11/01/2021 12:00:00 AM,VIVIENDA,HOGAR
2021,11/06/2021 12:00:00 AM,3,AÑOS,FEMENINO,CABECERA MUNICIPAL,SAN FRANCISCO,SUBSIDIADO,2,HETEROSEXUAL,FEMENINO,NO,NO,NO,NO,MASCULINO,PADRE,SI,NO APLICA,CONTUNDENTE,11/03/2021 12:00:00 AM,VIVIENDA,HOGAR
